If you choose to become intoxicated (in any form), we will be taking your car keys and ask that you camp overnight. This is the case for most people so it isn't a big deal. The road back to town is dark and windy at night and we don't want anyone driving back to town intoxicated and getting into an accident on 4th of July weekend.

It should also be noted that this is a dairy that is in full operation. There are cows, chickens, dogs, and turkeys. Please do not do anything to the animals or the property that would cause harm. Since there are animals on the property, there are also fences, barbed wire, and random bits of metal about. Please be careful, watch where you are walking, and bring good shoes. We will have lights setup around certain areas to prevent you from tripping or getting hurt. Thanks!
Date,Time,Time Zone,Gross Sales,Net Sales,Tax,Tip,Total Collected,Card,Cash,Fees,Net Total,Transaction ID,Description,Event Type,Location,Initial Fees,Fee Plan,Fee Percentage Rate,Fee Fixed Rate
2022-12-04,11:06:01,Mountain Time (US & Canada),$21.80,$21.80,$0.00,$0.00,$21.80,$0.00,$21.80,$0.00,$21.80,mD26onWkWJJQrPPoH3Vd0vleV,"0.46 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise., Elkhorn Mini (Regular) - Asiago style cow's milk cheese in our half pound 'mini wheel'",Payment,Boulder County,$0.00,,,
2022-12-04,10:58:39,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$0.00,$10.00,$10.00,$0.00,-$0.36,$9.64,oYYCmJch9cKCjAjt99xjzn7eV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.36,Blended Rate,2.6,$0.10
2022-12-04,10:55:47,Mountain Time (US & Canada),$10.80,$10.80,$0.00,$0.00,$10.80,$10.80,$0.00,-$0.38,$10.42,e1vtiXWUENYLTAN9FTvj1pkeV,0.36 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.,Payment,Boulder County,-$0.38,Blended Rate,2.6,$0.10
2022-12-04,10:53:38,Mountain Time (US & Canada),$30.00,$30.00,$0.00,$0.00,$30.00,$0.00,$30.00,$0.00,$30.00,84noGKJj3AkKYyHb4ohwiQmeV,Custom Amount,Payment,Boulder County,$0.00,,,
2022-12-04,10:50:57,Mountain Time (US & Canada),$21.00,$21.00,$0.00,$0.00,$21.00,$0.00,$21.00,$0.00,$21.00,oGrGVNfzI5X5wv7AKpGC9ageV,"0.46 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise., 0.24 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.",Payment,Boulder County,$0.00,,,
2022-12-04,10:46:16,Mountain Time (US & Canada),$14.40,$14.40,$0.00,$0.00,$14.40,$14.40,$0.00,-$0.47,$13.93,mx7HlwAWVuJSGFvU6nqOTXjeV,0.48 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.47,Blended Rate,2.6,$0.10
2022-12-04,10:42:19,Mountain Time (US & Canada),$30.20,$30.20,$0.39,$0.00,$30.59,$30.59,$0.00,-$0.90,$29.69,cgZPM2VEsurAEM2WiWV1uWueV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, 0.34 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder., Snack Sticks (Regular)",Payment,Boulder County,-$0.90,Blended Rate,2.6,$0.10
2022-12-04,10:38:14,Mountain Time (US & Canada),$20.80,$20.80,$0.00,$0.00,$20.80,$20.80,$0.00,-$0.64,$20.16,UQDJdedoytI3BW7bLnkK5GreV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, 0.36 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.",Payment,Boulder County,-$0.64,Blended Rate,2.6,$0.10
2022-12-04,10:35:42,Mountain Time (US & Canada),$24.90,$24.90,$0.00,$0.00,$24.90,$24.90,$0.00,-$0.75,$24.15,Gfs0hdAo4EUqIJuKUjFM690eV,"0.49 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise., 0.34 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.",Payment,Boulder County,-$0.75,Blended Rate,2.6,$0.10
2022-12-04,10:33:24,Mountain Time (US & Canada),$13.80,$13.80,$0.00,$0.00,$13.80,$13.80,$0.00,-$0.46,$13.34,SvVQKTcHzNcQNHRqfqrzibveV,0.46 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.46,Blended Rate,2.6,$0.10
2022-12-04,10:32:32,Mountain Time (US & Canada),$14.70,$14.70,$0.00,$2.20,$16.90,$16.90,$0.00,-$0.54,$16.36,EKGibrHFyna0Qv4VAU06oyteV,0.49 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.54,Blended Rate,2.6,$0.10
2022-12-04,10:28:35,Mountain Time (US & Canada),$25.00,$25.00,$0.00,$0.00,$25.00,$25.00,$0.00,-$0.75,$24.25,sA3Gtr72CvGa8Kvs96bqzXueV,"0.50 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise., Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.75,Blended Rate,2.6,$0.10
2022-12-04,10:27:20,Mountain Time (US & Canada),$14.10,$14.10,$0.00,$0.00,$14.10,$0.00,$14.10,$0.00,$14.10,iZaSkOi2LJhlNjfE66fedmAfV,0.47 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,$0.00,,,
2022-12-04,10:21:15,Mountain Time (US & Canada),$15.90,$15.90,$0.00,$0.00,$15.90,$15.90,$0.00,-$0.51,$15.39,IS5qNegcNGZ3eFvMZ6SzPCleV,0.53 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.51,Blended Rate,2.6,$0.10
2022-12-04,10:17:55,Mountain Time (US & Canada),$37.30,$37.30,$0.00,$0.00,$37.30,$37.30,$0.00,-$1.07,$36.23,mjeGoDGTe89o5YlaAt0Xu73eV,"0.38 lb x Elkhorn Asiago (Regular Price), Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, 0.53 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.",Payment,Boulder County,-$1.07,Blended Rate,2.6,$0.10
2022-12-04,10:12:01,Mountain Time (US & Canada),$41.80,$41.80,$0.00,$0.00,$41.80,$41.80,$0.00,-$1.19,$40.61,mjKKZKleQtOJEJPTQq0g7OreV,"0.53 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise., Elkhorn Mini (Regular) - Asiago style cow's milk cheese in our half pound 'mini wheel', 0.33 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder., Feta, small (Regular)",Payment,Boulder County,-$1.19,Blended Rate,2.6,$0.10
2022-12-04,10:04:16,Mountain Time (US & Canada),$16.80,$16.80,$0.00,$0.00,$16.80,$16.80,$0.00,-$0.54,$16.26,SFmRLIo0HqFixFTPy88Ffb4eV,0.56 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.54,Blended Rate,2.6,$0.10
2022-12-04,10:02:27,Mountain Time (US & Canada),$9.30,$9.30,$0.00,$1.00,$10.30,$10.30,$0.00,-$0.37,$9.93,qZEiVqZ7TR6Z71isvEUlygxeV,0.31 lb x Elkhorn Asiago (Regular Price),Payment,Boulder County,-$0.37,Blended Rate,2.6,$0.10
2022-12-04,9:57:48,Mountain Time (US & Canada),$14.10,$14.10,$0.00,$0.00,$14.10,$14.10,$0.00,-$0.47,$13.63,iTpVxEhxQkwcOLcDiDibRs0eV,0.47 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.47,Blended Rate,2.6,$0.10
2022-12-04,9:56:45,Mountain Time (US & Canada),$9.60,$9.60,$0.00,$0.00,$9.60,$9.60,$0.00,-$0.35,$9.25,80t2nymjKZ8KzNREqIe1abqeV,0.32 lb x Elkhorn Asiago (Regular Price),Payment,Boulder County,-$0.35,Blended Rate,2.6,$0.10
2022-12-04,9:54:23,Mountain Time (US & Canada),$17.99,$17.99,$0.00,$0.00,$17.99,$0.00,$17.99,$0.00,$17.99,qpgovUbfG9IK6i0v6Kggf29eV,0.60 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.,Payment,Boulder County,$0.00,,,
2022-12-04,9:48:20,Mountain Time (US & Canada),$55.00,$55.00,$0.00,$0.00,$55.00,$55.00,$0.00,-$1.53,$53.47,4qfbgcqyDRAc2lD80S9EVpkeV,"Gift Box (Regular) - Makes a great gift for any food lover. comes with 5 different pieces of cheese to get a taste of Routt County. Fromage Blanc Plain & Garlic and Herb, Joe, Colorado Elkhorn and, Alpenbert included.",Payment,Boulder County,-$1.53,Blended Rate,2.6,$0.10
2022-12-04,9:44:07,Mountain Time (US & Canada),$14.40,$14.40,$0.00,$0.00,$14.40,$14.40,$0.00,-$0.47,$13.93,QKD2JXum9heKil4x26HmGE3eV,0.48 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.47,Blended Rate,2.6,$0.10
2022-12-04,9:39:04,Mountain Time (US & Canada),$8.00,$8.00,$0.00,$0.00,$8.00,$0.00,$8.00,$0.00,$8.00,Yc83DGWI3dGDUlhQPq31la7eV,Elkhorn Mini (Regular) - Asiago style cow's milk cheese in our half pound 'mini wheel',Payment,Boulder County,$0.00,,,
2022-12-04,9:35:24,Mountain Time (US & Canada),$8.00,$8.00,$0.00,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,US4nnOr1dLTnSrTmzYNJxMgeV,Elkhorn Mini (Regular) - Asiago style cow's milk cheese in our half pound 'mini wheel',Payment,Boulder County,-$0.31,Blended Rate,2.6,$0.10
2022-12-04,9:32:55,Mountain Time (US & Canada),$16.80,$16.80,$0.00,$0.00,$16.80,$16.80,$0.00,-$0.54,$16.26,Ym5nNAjxrIX5wbyABe06dXoeV,0.56 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.54,Blended Rate,2.6,$0.10
2022-12-04,9:19:45,Mountain Time (US & Canada),$8.40,$8.40,$0.00,$0.00,$8.40,$8.40,$0.00,-$0.32,$8.08,ux3WbbauAYTvLhUti9su8R7eV,0.28 lb x Elkhorn Asiago (Regular Price),Payment,Boulder County,-$0.32,Blended Rate,2.6,$0.10
2022-12-03,14:59:42,Mountain Time (US & Canada),$18.92,$18.92,$0.90,$0.00,$19.82,$19.82,$0.00,-$0.62,$19.20,BU6r8dSmtmVdDtWnUZUtpVgeV,"Feta, small (Regular), 0.39 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.",Payment,Steamboat Springs,-$0.62,Blended Rate,2.6,$0.10
2022-12-03,14:56:07,Mountain Time (US & Canada),$8.00,$8.00,$0.00,$1.00,$9.00,$9.00,$0.00,-$0.33,$8.67,qrFUYoEpvGyFwzi8FN75MJgeV,"Feta, small (Regular)",Payment,Boulder County,-$0.33,Blended Rate,2.6,$0.10
2022-12-03,14:55:34,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$0.00,$10.00,$0.00,$10.00,$0.00,$10.00,Ay5jGQDObx6hPDHj3ViEXAfeV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,$0.00,,,
2022-12-03,14:51:12,Mountain Time (US & Canada),$20.00,$20.00,$0.00,$0.00,$20.00,$20.00,$0.00,-$0.62,$19.38,edDd0GNW00FgYxc8Hs1m9dpeV,2 x Elkhorn Mini (Regular) - Asiago style cow's milk cheese in our half pound 'mini wheel',Payment,Boulder County,-$0.62,Blended Rate,2.6,$0.10
2022-12-03,14:48:35,Mountain Time (US & Canada),$15.90,$15.90,$0.00,$0.00,$15.90,$15.90,$0.00,-$0.51,$15.39,AW3haMppIFgpIRwdonHOtG9eV,"0.26 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder., 0.27 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.",Payment,Boulder County,-$0.51,Blended Rate,2.6,$0.10
2022-12-03,14:46:36,Mountain Time (US & Canada),$21.70,$21.70,$0.39,$0.00,$22.09,$22.09,$0.00,-$0.67,$21.42,068hcPg6xUIj1F8UVL47LHxeV,"Snack Sticks (Regular), 0.39 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.",Payment,Boulder County,-$0.67,Blended Rate,2.6,$0.10
2022-12-03,14:42:38,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$0.00,$10.00,$10.00,$0.00,-$0.36,$9.64,q9czkQynt4nUefDH7EnVGGqeV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.36,Blended Rate,2.6,$0.10
2022-12-03,14:41:27,Mountain Time (US & Canada),$8.40,$8.40,$0.00,$0.00,$8.40,$8.40,$0.00,-$0.32,$8.08,4SpY7RkIdv0dNE5l675sGFkeV,0.28 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.,Payment,Boulder County,-$0.32,Blended Rate,2.6,$0.10
2022-12-03,14:36:12,Mountain Time (US & Canada),$17.80,$17.80,$0.00,$0.00,$17.80,$17.80,$0.00,-$0.56,$17.24,iHDHsBx5FvTodjypbrrdMWneV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, 0.26 lb x Elkhorn Asiago (Regular Price)",Payment,Boulder County,-$0.56,Blended Rate,2.6,$0.10
2022-12-03,14:34:26,Mountain Time (US & Canada),$16.00,$16.00,$0.76,$0.00,$16.76,$0.00,$16.76,$0.00,$16.76,xwwh0s3iZoppiOiVoQzmza4eV,"2 x Fromage Blanc Cranberry Walnut (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Steamboat Springs,$0.00,,,
2022-12-03,14:31:43,Mountain Time (US & Canada),$14.10,$14.10,$0.00,$3.52,$17.62,$17.62,$0.00,-$0.56,$17.06,WnKBWUALhwQ6Hn7rU4d3CH1eV,0.47 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.56,Blended Rate,2.6,$0.10
2022-12-03,14:25:16,Mountain Time (US & Canada),$14.40,$14.40,$0.00,$0.00,$14.40,$14.40,$0.00,-$0.47,$13.93,6ZYs2ft0nG9ATwhHLNKeSXfeV,0.48 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.47,Blended Rate,2.6,$0.10
2022-12-03,14:22:45,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$0.00,$10.00,$10.00,$0.00,-$0.36,$9.64,cecjnR6lPfe9ddFV0DrUxtieV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.36,Blended Rate,2.6,$0.10
2022-12-03,14:15:27,Mountain Time (US & Canada),$10.00,$10.00,$0.39,$0.00,$10.39,$0.00,$10.39,$0.00,$10.39,EEfQFAnkld8IBgtWFFjVWQreV,Snack Sticks (Regular),Payment,Boulder County,$0.00,,,
2022-12-03,14:15:04,Mountain Time (US & Canada),$14.70,$14.70,$0.70,$0.00,$15.40,$15.40,$0.00,-$0.50,$14.90,1IlgvvT9sjrbetn6dwbv9eqeV,0.42 lb x Ghost Of Monte Pilgrim (Regular) - Montasio style cheese hand rubbed with local Routt county honey. aged for at least 60 days.,Payment,Steamboat Springs,-$0.50,Blended Rate,2.6,$0.10
2022-12-03,14:08:38,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$1.50,$11.50,$11.50,$0.00,-$0.40,$11.10,A46oZ4jLa3A2NXyBqY5vT1jeV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.40,Blended Rate,2.6,$0.10
2022-12-03,14:08:04,Mountain Time (US & Canada),$8.00,$8.00,$0.38,$0.00,$8.38,$8.38,$0.00,-$0.32,$8.06,rV2egdw9vTH8zNcSYnoxI21eV,"Fromage Blanc Cranberry Walnut (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Steamboat Springs,-$0.32,Blended Rate,2.6,$0.10
2022-12-03,14:05:01,Mountain Time (US & Canada),$24.60,$24.60,$0.00,$0.00,$24.60,$24.60,$0.00,-$0.74,$23.86,4YkQHKJJWeHlyLpqbHpWhbteV,"0.52 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise., 0.30 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.",Payment,Boulder County,-$0.74,Blended Rate,2.6,$0.10
2022-12-03,14:01:54,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$1.50,$11.50,$11.50,$0.00,-$0.40,$11.10,CtGbyueIRL9ePMXvxeti915eV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.40,Blended Rate,2.6,$0.10
2022-12-03,14:00:55,Mountain Time (US & Canada),$34.40,$34.40,$1.92,$0.00,$36.32,$0.00,$36.32,$0.00,$36.32,126rRrcbj1MPgb9ZnH52w85eV,"Summer Sausage  (Regular), Fromage Blanc Green Chile (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, 0.28 lb x River runs blue (Regular), Fromage Blanc Green Chile (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Steamboat Springs,$0.00,,,
2022-12-03,13:59:27,Mountain Time (US & Canada),$6.60,$6.60,$0.00,$0.00,$6.60,$6.60,$0.00,-$0.27,$6.33,0YQnWtlcIozPqbwRAerEcLkP3JKZY,0.22 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.,Payment,Boulder County,-$0.27,Blended Rate,2.6,$0.10
2022-12-03,13:59:20,Mountain Time (US & Canada),$20.00,$20.00,$0.78,$0.00,$20.78,$0.00,$20.78,$0.00,$20.78,4cm4fIVOsXWjfKWHhd29JrfeV,2 x Snack Sticks (Regular),Payment,Boulder County,$0.00,,,
2022-12-03,13:56:53,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$0.00,$10.00,$10.00,$0.00,-$0.36,$9.64,UiovNoFfZfMMNHyuox6aJmheV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.36,Blended Rate,2.6,$0.10
2022-12-03,13:56:40,Mountain Time (US & Canada),$24.00,$24.00,$1.14,$0.00,$25.14,$25.14,$0.00,-$0.75,$24.39,Tjz2kD8XasJseujUF4ai6U1eV,"Fromage Blanc Green Chile (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, Feta, small (Regular)",Payment,Steamboat Springs,-$0.75,Blended Rate,2.6,$0.10
2022-12-03,13:45:23,Mountain Time (US & Canada),$11.10,$11.10,$0.00,$0.00,$11.10,$11.10,$0.00,-$0.39,$10.71,ODoePrOdkFRLTb4UAikwH3keV,0.37 lb x Elkhorn Asiago (Regular Price),Payment,Boulder County,-$0.39,Blended Rate,2.6,$0.10
2022-12-03,13:44:31,Mountain Time (US & Canada),$8.00,$8.00,$0.00,$0.00,$8.00,$0.00,$8.00,$0.00,$8.00,0s9vxt39YZjrWxmXcFkgzSueV,"Feta, small (Regular)",Payment,Boulder County,$0.00,,,
2022-12-03,13:41:29,Mountain Time (US & Canada),$59.00,$59.00,$0.78,$0.00,$59.78,$59.78,$0.00,-$1.65,$58.13,cGqq22MPQ4AjmYqzE4nzoOyeV,"0.32 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder., 0.40 lb x Elkhorn Asiago (Regular Price), 0.58 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise., 2 x Snack Sticks (Regular)",Payment,Boulder County,-$1.65,Blended Rate,2.6,$0.10
2022-12-03,13:37:14,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$0.00,$10.00,$10.00,$0.00,-$0.36,$9.64,ynzXbvwfRYLBCCCgkZyN1Y0eV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.36,Blended Rate,2.6,$0.10
2022-12-03,13:35:31,Mountain Time (US & Canada),$10.20,$10.20,$0.00,$0.00,$10.20,$10.20,$0.00,-$0.37,$9.83,wwxhYKF4AXPDHHAsMZ2vgqKC3FVZY,0.34 lb x Elkhorn Asiago (Regular Price),Payment,Boulder County,-$0.37,Blended Rate,2.6,$0.10
2022-12-03,13:35:13,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$1.50,$11.50,$11.50,$0.00,-$0.40,$11.10,SNkSBoxDaSX1p9M3Yse1mQleV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.40,Blended Rate,2.6,$0.10
2022-12-03,13:34:23,Mountain Time (US & Canada),$19.00,$19.00,$0.00,$0.00,$19.00,$19.00,$0.00,-$0.59,$18.41,Kf571ZrDHLqqcnIYSZaLsCfeV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!, 0.30 lb x Elkhorn Asiago (Regular Price)",Payment,Boulder County,-$0.59,Blended Rate,2.6,$0.10
2022-12-03,13:30:44,Mountain Time (US & Canada),$7.80,$7.80,$0.00,$0.00,$7.80,$7.80,$0.00,-$0.30,$7.50,0KIjcjeXD5Bmi7shu8Jt03ueV,0.26 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.,Payment,Boulder County,-$0.30,Blended Rate,2.6,$0.10
2022-12-03,13:28:02,Mountain Time (US & Canada),$16.19,$16.19,$0.00,$2.43,$18.62,$18.62,$0.00,-$0.58,$18.04,M2c5KNTHysBoUBKfoggE9xweV,0.54 lb x Joe (Regular Price) - California style dry-jack cheese hand rubbed with a locally roasted coffee and cocoa powder.,Payment,Boulder County,-$0.58,Blended Rate,2.6,$0.10
2022-12-03,13:22:35,Mountain Time (US & Canada),$9.60,$9.60,$0.00,$0.00,$9.60,$9.60,$0.00,-$0.35,$9.25,yxO2rCOnORWX51fFzaajGw0eV,0.32 lb x Alpenbert (Regular Price) - Soft-bloomy rind triple-creme brie that will transport you to a creamy paradise.,Payment,Boulder County,-$0.35,Blended Rate,2.6,$0.10
2022-12-03,13:22:02,Mountain Time (US & Canada),$29.30,$29.30,$0.39,$0.00,$29.69,$29.69,$0.00,-$0.87,$28.82,6tWOSJ0CEfwLLk3bOr6pG48eV,"0.31 lb x Elkhorn Asiago (Regular Price), Snack Sticks (Regular), Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.87,Blended Rate,2.6,$0.10
2022-12-03,13:20:49,Mountain Time (US & Canada),$7.20,$7.20,$0.00,$0.00,$7.20,$7.20,$0.00,-$0.29,$6.91,a5oOd7cHpzUjMxn5YjHwCS1eV,0.24 lb x Elkhorn Asiago (Regular Price),Payment,Boulder County,-$0.29,Blended Rate,2.6,$0.10
2022-12-03,13:16:32,Mountain Time (US & Canada),$10.00,$10.00,$0.00,$0.00,$10.00,$10.00,$0.00,-$0.36,$9.64,K7HPxUa8694luu5SHdrZ43zeV,"Fromage Blanc Garlic & Herb (Regular) - Fromage Blanc is one of our signature products. This fresh whipped cheese is perfect to spread on a bagel in the morning, mix into soup at lunch, or dollop on pasta during dinner. This is always a crowd-pleaser. Be sure to check out all the delicious flavors!",Payment,Boulder County,-$0.36,Blended Rate,2.6,$0.10
